Comarca,Código Comarca,Concello,Código Concello,Parroquia,Código Parroquia
Arzúa,15,O Pino,15066,Medín (Santo Estevo),1506610
Arzúa,15,O Pino,15066,Pastor (San Lourenzo),1506611
Arzúa,15,O Pino,15066,Pereira (San Miguel),1506612
Arzúa,15,O Pino,15066,O Pino (San Vicenzo),1506613
Arzúa,15,Touro,15085,Andeade (Santiago),1508501
Arzúa,15,Touro,15085,Bama (San Vicenzo),1508502
Arzúa,15,Touro,15085,Bendaña (Santa María),1508503
Arzúa,15,Touro,15085,Beseño (San Cristovo),1508504
Arzúa,15,Touro,15085,Calvos de Socamiño (San Martiño),1508505
Arzúa,15,Touro,15085,Circes (Santa Mariña),1508506
Arzúa,15,Touro,15085,Cornado (Santiso),1508507
Arzúa,15,Touro,15085,Enquerentes (San Miguel),1508508
Arzúa,15,Touro,15085,Fao (Santa Uxía),1508509
Arzúa,15,Touro,15085,Foxás (San Breixo),1508510
Arzúa,15,Touro,15085,Fontes Rosas (San Xoán),1508511
Arzúa,15,Touro,15085,Loxo (Santa María),1508512
Arzúa,15,Touro,15085,Novefontes (Santiago),1508513
Arzúa,15,Touro,15085,Prevediños (Santiago),1508514
Arzúa,15,Touro,15085,San Fiz de Quión (San Fiz),1508515
Arzúa,15,Touro,15085,San Pedro de Ribeira (San Pedro),1508516
Arzúa,15,Touro,15085,Touro (San Xoán),1508517
Arzúa,15,Touro,15085,Turces (Santa María),1508518
Arzúa,15,Touro,15085,San Miguel de Vilar (San Miguel),1508519
O Condado,36,As Neves,36034,San Pedro de Batalláns (San Pedro),3603401
O Condado,36,As Neves,36034,Batalláns (Santa Eulalia),3603402
O Condado,36,As Neves,36034,Cerdeira (San Xoán),3603403
O Condado,36,As Neves,36034,Liñares (Santa María),3603404
O Condado,36,As Neves,36034,As Neves (Santa María),3603405
O Condado,36,As Neves,36034,San Cibrán de Ribarteme (San Cibrán),3603406
O Condado,36,As Neves,36034,San Xosé de Ribarteme (San Xosé),3603407
O Condado,36,As Neves,36034,Santiago de Ribarteme (Santiago),3603408
O Condado,36,As Neves,36034,Rubiós (San Xoán),3603409
O Condado,36,As Neves,36034,Setados (Santa Euxenia),3603410
O Condado,36,As Neves,36034,Taboexa (Santa María),3603411
O Condado,36,As Neves,36034,Tortoreos (Santiago),3603412
O Condado,36,As Neves,36034,Vide (Santa María),3603413
O Condado,36,Mondariz,36030,Frades (San Martiño),3603001
O Condado,36,Mondariz,36030,Gargamala (Santa María),3603002
O Condado,36,Mondariz,36030,Lougares (San Fiz),3603003
O Condado,36,Mondariz,36030,Meirol (Santo André),3603004
O Condado,36,Mondariz,36030,Mondariz (Santa Baia),3603005
O Condado,36,Mondariz,36030,Mouriscados (San Cibrán),3603006
O Condado,36,Mondariz,36030,Queimadelos (Santa María),3603007
O Condado,36,Mondariz,36030,Riofrío (San Miguel),3603008
O Condado,36,Mondariz,36030,Sabaxáns (San Mamede),3603009
O Condado,36,Mondariz,36030,Toutón (San Mateo),3603010
O Condado,36,Mondariz,36030,Vilar (San Mamede),3603011
O Condado,36,Mondariz,36030,Vilasobroso (San Martiño),3603012
O Condado,36,Mondariz-Balneario,36031,Mondariz-Balneario (Nosa Señora de Lurdes),3603101
O Condado,36,Ponteareas,36042,Angoares (San Pedro),3604201
O Condado,36,Ponteareas,36042,Arcos (San Breixo),3604202
O Condado,36,Ponteareas,36042,Areas (Santa María),3604203
O Condado,36,Ponteareas,36042,Arnoso (San Lourenzo),3604204
O Condado,36,Ponteareas,36042,Bugarín (Santa Cristina),3604205
O Condado,36,Ponteareas,36042,Celeiros (San Fins),3604206
O Condado,36,Ponteareas,36042,Cristiñade (San Salvador),3604207
O Condado,36,Ponteareas,36042,Cumiar (Santo Estevo),3604208
O Condado,36,Ponteareas,36042,Fontenla (San Mamede),3604209
O Condado,36,Ponteareas,36042,Fozara (San Bartolomeu),3604210
O Condado,36,Ponteareas,36042,Xinzo (Santa Mariña),3604211
O Condado,36,Ponteareas,36042,Guillade (San Miguel),3604212
O Condado,36,Ponteareas,36042,Guláns (San Xulián),3604213
O Condado,36,Ponteareas,36042,Moreira (San Martiño),3604214
O Condado,36,Ponteareas,36042,Nogueira (San Salvador),3604215
O Condado,36,Ponteareas,36042,San Lourenzo de Oliveira (San Lourenzo),3604216
O Condado,36,Ponteareas,36042,San Mateo de Oliveira (San Mateo),3604217
O Condado,36,Ponteareas,36042,Oliveira (Santiago),3604218
O Condado,36,Ponteareas,36042,Padróns (San Salvador),3604219
O Condado,36,Ponteareas,36042,Paredes (San Cibrán),3604220
O Condado,36,Ponteareas,36042,Pías (Santa Mariña),3604221
O Condado,36,Ponteareas,36042,Prado (San Nicolao),3604222
O Condado,36,Ponteareas,36042,Ponteareas (San Miguel),3604223
O Condado,36,Ponteareas,36042,Ribadetea (San Xurxo),3604224
O Condado,36,Salvaterra de Miño,36050,Alxén (San Paio),3605001
O Condado,36,Salvaterra de Miño,36050,Arantei (San Pedro),3605002
O Condado,36,Salvaterra de Miño,36050,Cabreira (San Miguel),3605003
O Condado,36,Salvaterra de Miño,36050,Corzáns (San Miguel),3605004
O Condado,36,Salvaterra de Miño,36050,Fiolledo (San Paio),3605005
O Condado,36,Salvaterra de Miño,36050,Fornelos (San Xoán),3605006
O Condado,36,Salvaterra de Miño,36050,Leirado (San Salvador),3605007
O Condado,36,Salvaterra de Miño,36050,Lira (San Simón),3605008
O Condado,36,Salvaterra de Miño,36050,Lourido (Santo André),3605009
O Condado,36,Salvaterra de Miño,36050,Meder (Santo Adrián),3605010
O Condado,36,Salvaterra de Miño,36050,Oleiros (Santa María),3605011
O Condado,36,Salvaterra de Miño,36050,Pesqueiras (Santa Mariña),3605012
O Condado,36,Salvaterra de Miño,36050,Porto (San Paulo),3605013
O Condado,36,Salvaterra de Miño,36050,Salvaterra (San Lourenzo),3605014
O Condado,36,Salvaterra de Miño,36050,Soutolobre (Santa Comba),3605015
O Condado,36,Salvaterra de Miño,36050,Uma (Santo André),3605016
O Condado,36,Salvaterra de Miño,36050,Vilacova (San Xoán),3605017
Os Ancares,27,As Nogais,27037,A Alence (Santa Lucía),2703701
Os Ancares,27,As Nogais,27037,Doncos (Santiago),2703702
Os Ancares,27,As Nogais,27037,Noceda (San Xoán),2703703
Os Ancares,27,As Nogais,27037,As Nogais (Santa María Madanela),2703704
Os Ancares,27,As Nogais,27037,Nullán (San Cosmede),2703705
Os Ancares,27,As Nogais,27037,Quintá (San Pedro),2703706
Os Ancares,27,As Nogais,27037,Santo André (Santo André),2703707
Os Ancares,27,As Nogais,27037,Torés (San Xoán),2703708
Os Ancares,27,As Nogais,27037,Vilaicente (San Xoán),2703709
Os Ancares,27,Baralla,27901,Aranza (Santiago),2790101
Os Ancares,27,Baralla,27901,Arroxo (San Xoán),2790102
Os Ancares,27,Baralla,27901,Baralla (Santa María Madanela),2790103
Os Ancares,27,Baralla,27901,Berselos (San Martiño),2790104
Os Ancares,27,Baralla,27901,Constantín (Santa María),2790105
Os Ancares,27,Baralla,27901,Covas (Santiago),2790106
Os Ancares,27,Baralla,27901,Ferreiros (San Pedro),2790107
Os Ancares,27,Baralla,27901,Francos (San Salvador),2790108
Os Ancares,27,Baralla,27901,Guimarei (San Tomé),2790109
Os Ancares,27,Baralla,27901,Laxes (San Pedro),2790110
Os Ancares,27,Baralla,27901,Lebruxo (San Tomé),2790111
Os Ancares,27,Baralla,27901,Lexo (San Xoán),2790112
Os Ancares,27,Baralla,27901,San Martín de Neira de Rei (San Pedro),2790113
Os Ancares,27,Baralla,27901,San Miguel de Neira de Rei (San Miguel),2790114
Os Ancares,27,Baralla,27901,Pacios (Santa María),2790115
Os Ancares,27,Baralla,27901,Pedrafita de Camporredondo (San Xoán),2790116
Os Ancares,27,Baralla,27901,Penarrubia (Santa María),2790117
Os Ancares,27,Baralla,27901,Sobrado de Picato (Santa Cruz),2790118
Os Ancares,27,Baralla,27901,Piñeira (San Salvador),2790119
Os Ancares,27,Baralla,27901,Pol (Santa María),2790120
Os Ancares,27,Baralla,27901,Pousada (Santiago),2790121
Os Ancares,27,Baralla,27901,Recesende (San Cirilo),2790122
Os Ancares,27,Baralla,27901,Riba de Neira (Santalla),2790123
Os Ancares,27,Baralla,27901,Santo Estevo (Santo Estevo),2790124
Os Ancares,27,Baralla,27901,Sixirei (San Pedro),2790125
Os Ancares,27,Baralla,27901,Teixeira (San Pedro),2790126
Os Ancares,27,Baralla,27901,Vale (San Xurxo),2790127
Os Ancares,27,Baralla,27901,Vilachambre (Santa Mariña),2790128
Os Ancares,27,Baralla,27901,Vilarpunteiro (Santa Marta),2790129
Os Ancares,27,Baralla,27901,Vilartelín (Santa Eufemia),2790130
Os Ancares,27,Becerreá,27006,Agüeira (San Xoán),2700601
Os Ancares,27,Becerreá,27006,Armesto (San Román),2700602
Os Ancares,27,Becerreá,27006,Becerreá (San Xoán),2700603
Os Ancares,27,Becerreá,27006,Cadoalla (San Pedro),2700604
Os Ancares,27,Becerreá,27006,Cascallá (Santa María),2700605
Os Ancares,27,Becerreá,27006,O Cereixal (San Xosé),2700606
Os Ancares,27,Becerreá,27006,Cruzul (San Martiño),2700607
Os Ancares,27,Becerreá,27006,Ferreiros de Valboa (Santa María),2700608
Os Ancares,27,Becerreá,27006,Fontarón (Sancti Spiritus),2700609
Os Ancares,27,Becerreá,27006,Furco (San Xoán),2700610
Os Ancares,27,Becerreá,27006,Guilfrei (Santa Eulalia),2700611
Os Ancares,27,Becerreá,27006,Guillén (San Pedro),2700612
Os Ancares,27,Becerreá,27006,Liber (San Remixio),2700613
Os Ancares,27,Becerreá,27006,Morcelle (San Xulián),2700614
Os Ancares,27,Becerreá,27006,Ouselle (San Cosme),2700615
Os Ancares,27,Becerreá,27006,Ousón (Santo Adrao),2700616
Os Ancares,27,Becerreá,27006,Pando (San Xoán),2700617
Os Ancares,27,Becerreá,27006,Penamaior (Santa María de San Lourenzo),2700618
Os Ancares,27,Becerreá,27006,Quintá de Cancelada (Santa Eulalia),2700619
Os Ancares,27,Becerreá,27006,Sevane (San Xoán),2700620
Os Ancares,27,Becerreá,27006,Tortes (San Pedro),2700621
Os Ancares,27,Becerreá,27006,Veiga (Santa Mariña),2700622
Os Ancares,27,Becerreá,27006,Vilachá (San Pedro),2700623
Os Ancares,27,Becerreá,27006,Vilaiz (Santiago),2700624
Os Ancares,27,Becerreá,27006,Vilamane (Santa María),2700625
Os Ancares,27,Becerreá,27006,Vilouta (Santa Mariña),2700626
Os Ancares,27,Cervantes,27012,Ambasvías (Santalla),2701201
Os Ancares,27,Cervantes,27012,San Tomé de Cancelada (San Tomé),2701202
Os Ancares,27,Cervantes,27012,Castelo (San Pedro),2701203
Os Ancares,27,Cervantes,27012,O Castro (Santa María),2701204
Os Ancares,27,Cervantes,27012,Cereixedo (Santiago),2701205
Os Ancares,27,Cervantes,27012,San Román de Cervantes (San Román),2701207
Os Ancares,27,Cervantes,27012,Donís (San Fiz),2701208
Os Ancares,27,Cervantes,27012,Dorna (Santa María),2701209
Os Ancares,27,Cervantes,27012,Lamas (San Xiao),2701210
Os Ancares,27,Cervantes,27012,O Mosteiro (San Xoán),2701211
Os Ancares,27,Cervantes,27012,Noceda (San Pedro),2701212
Os Ancares,27,Cervantes,27012,O Pando (Santa María),2701213
Os Ancares,27,Cervantes,27012,Quindous (San Xusto),2701214
Os Ancares,27,Cervantes,27012,A Ribeira (San Martín),2701215
Os Ancares,27,Cervantes,27012,Vilapún (Santa Comba),2701216
Os Ancares,27,Cervantes,27012,Vilaquinte (San Breixo),2701217
Os Ancares,27,Cervantes,27012,Vilarello (Santa María),2701218
Os Ancares,27,Cervantes,27012,Vilasante (Santiago),2701219
Os Ancares,27,Cervantes,27012,Vilaspasantes (San Xoán),2701220
Os Ancares,27,Cervantes,27012,Vilaver (San Xusto),2701221
Os Ancares,27,Cervantes,27012,San Pedro de Cervantes (San Pedro),2701206
Os Ancares,27,Navia de Suarna,27034,Barcia (San Miguel),2703401
Os Ancares,27,Navia de Suarna,27034,Cabanela (Santa María),2703402
Os Ancares,27,Navia de Suarna,27034,Castañedo (Santiago),2703403
Os Ancares,27,Navia de Suarna,27034,Folgueiras (Santa Eufemia),2703404
Os Ancares,27,Navia de Suarna,27034,Freixís (San Pedro),2703405
Os Ancares,27,Navia de Suarna,27034,Galegos (Santiago),2703406
Os Ancares,27,Navia de Suarna,27034,Moia (Santiago),2703407
Os Ancares,27,Navia de Suarna,27034,Mosteiro (San Salvador),2703408
Os Ancares,27,Navia de Suarna,27034,Muñís (San Xosé),2703409
Os Ancares,27,Navia de Suarna,27034,Penamil (Santiago),2703410
Os Ancares,27,Navia de Suarna,27034,Pin (Santa María),2703411
Os Ancares,27,Navia de Suarna,27034,A Proba de Navia (Santa María Madanela),2703412
Os Ancares,27,Navia de Suarna,27034,Queizán (Santiago),2703413
Os Ancares,27,Navia de Suarna,27034,Rao (Santa María),2703414
Os Ancares,27,Navia de Suarna,27034,A Ribeira (Santo Estevo),2703415
Os Ancares,27,Navia de Suarna,27034,Ribón (Santa Mariña),2703416
Os Ancares,27,Navia de Suarna,27034,Savane (San Xoán),2703417
Os Ancares,27,Navia de Suarna,27034,Son (Santa María),2703418
Os Ancares,27,Navia de Suarna,27034,Vallo (Santa Mariña),2703419
Os Ancares,27,Navia de Suarna,27034,Vilarpandín (Santo Estevo),2703420
Os Ancares,27,Pedrafita do Cebreiro,27045,O Cebreiro (Santa María),2704501
Os Ancares,27,Pedrafita do Cebreiro,27045,Fonfría (San Xoán),2704502
Os Ancares,27,Pedrafita do Cebreiro,27045,Hospital (San Xoán),2704503
Os Ancares,27,Pedrafita do Cebreiro,27045,Liñares (Santo Estevo),2704504
Os Ancares,27,Pedrafita do Cebreiro,27045,Lousada (San Vicente),2704505
Os Ancares,27,Pedrafita do Cebreiro,27045,Louzarela (San Xoán),2704506
Os Ancares,27,Pedrafita do Cebreiro,27045,Pacios (San Lourenzo),2704507
Os Ancares,27,Pedrafita do Cebreiro,27045,Padornelo (San Xoán),2704508
Os Ancares,27,Pedrafita do Cebreiro,27045,Pedrafita do Cebreiro (Santo Antón),2704509
Os Ancares,27,Pedrafita do Cebreiro,27045,Riocereixa (Santa María Madanela),2704510
Os Ancares,27,Pedrafita do Cebreiro,27045,Veiga de Forcas (Santa María),2704511
Os Ancares,27,Pedrafita do Cebreiro,27045,Zanfoga (San Martiño),2704512
Vigo,36,Baiona,36003,Baíña (Santa Mariña),3600301
Vigo,36,Baiona,36003,Baredo (Santa María),3600302
Vigo,36,Baiona,36003,Baiona (Santa María),3600304
Vigo,36,Baiona,36003,Belesar (San Lourenzo),3600305
Vigo,36,Baiona,36003,Santa Cristina da Ramallosa (Santa Cristina),3600306
Vigo,36,Fornelos de Montes,36019,Calvos (Santo Adrián),3601901
Vigo,36,Fornelos de Montes,36019,As Estacas (Santa María),3601902
Vigo,36,Fornelos de Montes,36019,Fornelos de Montes (San Lourenzo),3601903
Vigo,36,Fornelos de Montes,36019,A Laxe (San Xosé),3601904
Vigo,36,Fornelos de Montes,36019,Oitavén (San Vicente),3601905
Vigo,36,Fornelos de Montes,36019,Traspielas (Santa María),3601906
Vigo,36,Fornelos de Montes,36019,Ventín (San Miguel),3601907
Vigo,36,Gondomar,36021,Borreiros (San Martiño),3602101
Vigo,36,Gondomar,36021,Couso (San Cristovo),3602102
Vigo,36,Gondomar,36021,Chaín (Santa María),3602103
Vigo,36,Gondomar,36021,Donas (Santa Baia),3602104
Vigo,36,Gondomar,36021,Gondomar (San Bieito),3602105
Vigo,36,Gondomar,36021,Mañufe (San Vicente),3602106
Vigo,36,Gondomar,36021,Morgadáns (Santiago),3602107
Vigo,36,Gondomar,36021,Peitieiros (San Miguel),3602108
Vigo,36,Gondomar,36021,Vilaza (Santa María),3602109
Vigo,36,Gondomar,36021,Vincios (Santa Mariña),3602110
Vigo,36,Mos,36033,Cela (San Pedro),3603301
Vigo,36,Mos,36033,Dornelas (Santa María),3603302
Vigo,36,Mos,36033,Guizán (Santa María),3603303
Vigo,36,Mos,36033,Louredo (San Salvador),3603304
Vigo,36,Mos,36033,Mos (Santa Eulalia),3603305
Vigo,36,Mos,36033,Pereiras (San Miguel),3603306
Vigo,36,Mos,36033,Petelos (San Mamede),3603307
Vigo,36,Mos,36033,Sanguiñeda (Santa María),3603308
Vigo,36,Mos,36033,Tameiga (San Martiño),3603309
Vigo,36,Mos,36033,Torroso (San Mamede),3603310
Vigo,36,Nigrán,36035,Camos (Santa Baia),3603501
Vigo,36,Nigrán,36035,Chandebrito (San Xosé),3603502
Vigo,36,Nigrán,36035,Nigrán (San Fiz),3603503
Vigo,36,Nigrán,36035,Panxón (San Xoán),3603504
Vigo,36,Nigrán,36035,Parada (Santiago),3603505
Vigo,36,Nigrán,36035,Priegue (San Mamede),3603506
Vigo,36,Nigrán,36035,A Ramallosa (San Pedro),3603507
Vigo,36,O Porriño,36039,Atios (Santa Eulalia),3603901
Vigo,36,O Porriño,36039,San Salvador de Budiño (San Salvador),3603902
Vigo,36,O Porriño,36039,Chenlo (San Xoán),3603904
Vigo,36,O Porriño,36039,Mosende (San Xurxo),3603905
Vigo,36,O Porriño,36039,Pontellas (Santiago),3603906
Vigo,36,O Porriño,36039,Cans (Santo Estevo),3603903
Vigo,36,O Porriño,36039,O Porriño (Santa María),3603907
Vigo,36,O Porriño,36039,Torneiros (San Salvador),3603908
Vigo,36,Pazos de Borbén,36037,Amoedo (San Sadurniño),3603701
Vigo,36,Pazos de Borbén,36037,Borbén (Santiago),3603702
Vigo,36,Pazos de Borbén,36037,Cepeda (San Pedro),3603703
Vigo,36,Pazos de Borbén,36037,A Ermida (Nosa Señora da Anunciación),3603704
Vigo,36,Pazos de Borbén,36037,Moscoso (San Paio),3603705
Vigo,36,Pazos de Borbén,36037,Nespereira (San Martiño),3603706
Vigo,36,Pazos de Borbén,36037,Pazos (Santa María),3603707
Vigo,36,Pazos de Borbén,36037,Xunqueiras (San Salvador),3603708
Vigo,36,Redondela,36045,Cabeiro (San Xoán),3604501
Vigo,36,Redondela,36045,Cedeira (Santo André),3604502
Vigo,36,Redondela,36045,Cesantes (San Pedro),3604503
Vigo,36,Redondela,36045,Chapela (San Fausto),3604504
Vigo,36,Redondela,36045,Negros (Santo Estevo),3604505
Vigo,36,Redondela,36045,Quintela (San Mamede),3604506
Vigo,36,Redondela,36045,Reboreda (Santa María),3604507
Vigo,36,Redondela,36045,Redondela (Santiago),3604508
Vigo,36,Redondela,36045,Saxamonde (San Román),3604509
Vigo,36,Redondela,36045,Trasmañó (San Vicente),3604510
Vigo,36,Redondela,36045,Ventosela (San Martiño),3604511
Vigo,36,Redondela,36045,Vilar de Infesta (San Martiño),3604512
Vigo,36,Redondela,36045,O Viso (Santa María),3604513
Vigo,36,Salceda de Caselas,36049,Santo Estevo de Budiño (Santo Estevo),3604901
Vigo,36,Salceda de Caselas,36049,Entenza (Santos Xusto e Pastor),3604902
Vigo,36,Salceda de Caselas,36049,Parderrubias (San Tomé),3604903
Vigo,36,Salceda de Caselas,36049,A Picoña (San Martiño),3604904
Vigo,36,Salceda de Caselas,36049,San Xurxo de Salceda (San Xurxo),3604905
Vigo,36,Salceda de Caselas,36049,Santa María de Salceda (Santa María),3604906
Vigo,36,Salceda de Caselas,36049,Soutelo (San Vicente),3604907
Vigo,36,Soutomaior,36053,Arcade (Santiago),3605301
Vigo,36,Soutomaior,36053,Soutomaior (San Salvador),3605302
Vigo,36,Vigo,36057,Illas Cíes,3605700
Vigo,36,Vigo,36057,Vigo,3605700
Vigo,36,Vigo,36057,Alcabre (Santa Baia),3605701
Vigo,36,Vigo,36057,Beade (Santo Estevo),3605702
Vigo,36,Vigo,36057,Bembrive (Santiago),3605703
Vigo,36,Vigo,36057,Cabral (Santa Mariña),3605705
Vigo,36,Vigo,36057,Candeán (San Cristovo),3605706
Vigo,36,Vigo,36057,Castrelos (Santa María),3605707
Vigo,36,Vigo,36057,Santo André de Comesaña (Santo André),3605709
Vigo,36,Vigo,36057,Lavadores (Santa Cristina),3605714
Vigo,36,Vigo,36057,Matamá (San Pedro),3605715
Vigo,36,Vigo,36057,Navia (San Paio),3605716
Vigo,36,Vigo,36057,Sárdoma (San Pedro),3605725
Vigo,36,Vigo,36057,Saiáns (San Xurxo),3605726
Vigo,36,Vigo,36057,Teis (San Salvador),3605727
Vigo,36,Vigo,36057,Valadares (Santo André),3605728
Vigo,36,Vigo,36057,Zamáns (San Mamede),3605730
Vigo,36,Vigo,36057,Oia (San Miguel),3605719
Vigo,36,Vigo,36057,Coruxo (San Salvador),3605710
Vigo,36,Vigo,36057,Freixeiro (San Tomé),3605713
A Limia,32,Baltar,32005,Abades (San Paio),3200501
A Limia,32,Baltar,32005,Baltar (San Bartolomeu),3200502
A Limia,32,Baltar,32005,Garabelos do Bouzo (Santiago),3200503
A Limia,32,Baltar,32005,Niñodaguia (San Lourenzo),3200504
A Limia,32,Baltar,32005,Texós (Santa María),3200505
A Limia,32,Baltar,32005,Tosende (San Lourenzo),3200506
A Limia,32,Baltar,32005,Vilamaior da Boullosa (Santa María),3200507
A Limia,32,Calvos de Randín,32016,Calvos (Santiago),3201601
A Limia,32,Calvos de Randín,32016,Castelaus (San Martiño),3201602
A Limia,32,Calvos de Randín,32016,Feás (San Miguel),3201603
A Limia,32,Calvos de Randín,32016,Golpellás (San Xoán),3201604
A Limia,32,Calvos de Randín,32016,Lobás (San Vicente),3201605
A Limia,32,Calvos de Randín,32016,Randín (San Xoán),3201606
A Limia,32,Calvos de Randín,32016,Rioseco (Santa Mariña),3201607
A Limia,32,Calvos de Randín,32016,Rubiás dos Mixtos (Santiago),3201608
A Limia,32,Calvos de Randín,32016,Vila (Santa María),3201609
A Limia,32,Os Blancos,32012,Aguís (San Martiño),3201201
A Limia,32,Os Blancos,32012,Os Blancos (San Breixo),3201202
A Limia,32,Os Blancos,32012,Covas (Santiago),3201203
A Limia,32,Os Blancos,32012,Covelas (Santa María),3201204
A Limia,32,Os Blancos,32012,Guntín (Santa María),3201205
A Limia,32,Os Blancos,32012,Nocedo (San Cibrao),3201206
A Limia,32,Os Blancos,32012,Pexeiros (Santa María),3201207
A Limia,32,Porqueira,32062,San Lourenzo de Abeleda (San Lourenzo),3206201
A Limia,32,Porqueira,32062,Paradela de Abeleda (San Xoán),3206202
A Limia,32,Porqueira,32062,San Martiño de Porqueira (San Martiño),3206203
